"caseid","SurveyId","v000","v005","v007","v012","v021","v022","v025","v119","v121","v133","v136","v157","v158","v159","v190","v191","v212","v301","v364","v501","v503","v531","v536","v613","v714","v715","v717","v836"
"       232 3  4","AM2016DHS","AM7",1121528,2016,37,232,14,2,1,1,10,7,0,0,2,2,-20152,21,3,4,1,1,20,1,4,0,10,0,1
"       232 3  5","AM2016DHS","AM7",1121528,2016,15,232,14,2,1,1,9,7,0,0,2,2,-20152,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"       232 3  5","GU2015DHS","GU6",998138,2015,25,232,11,2,7,7,0,6,2,2,2,2,-96027,19,3,3,2,1,18,1,1,0,11,0,2
"       232 5  5","GU2015DHS","GU6",998138,2015,16,232,11,2,1,0,9,10,1,2,1,2,-93462,NA,3,3,0,NA,0,0,4,0,NA,0,NA
"       232 5  6","GU2015DHS","GU6",998138,2015,23,232,11,2,1,0,1,10,2,2,0,2,-93462,17,3,3,2,1,16,1,3,0,2,0,1
"       232 6  3","GU2015DHS","GU6",998138,2015,22,232,11,2,1,1,9,5,2,2,2,2,-67621,19,3,2,0,NA,18,1,3,1,NA,3,1
"       232 7  2","AM2016DHS","AM7",1121528,2016,45,232,14,2,1,1,15,4,1,0,2,3,28874,25,3,4,1,1,23,1,2,1,13,1,1
"       232 7  3","AM2016DHS","AM7",1121528,2016,20,232,14,2,1,1,13,4,0,0,2,3,28874,NA,3,4,0,NA,0,0,2,0,NA,0,NA
"       232 8  2","GU2015DHS","GU6",998138,2015,49,232,11,2,1,1,3,10,2,2,2,1,-110387,17,3,4,2,2,16,1,14,0,1,0,2
"       232 8  3","GU2015DHS","GU6",998138,2015,16,232,11,2,1,1,6,10,2,2,2,1,-110387,NA,3,3,0,NA,0,0,1,0,NA,4,NA
"       232 8  4","AM2016DHS","AM7",1121528,2016,34,232,14,2,1,1,15,6,0,0,2,2,9826,23,3,1,1,1,22,1,2,1,10,1,1
"       232 8  4","GU2015DHS","GU6",998138,2015,15,232,11,2,1,1,6,10,2,1,2,1,-110387,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"       232 8  6","GU2015DHS","GU6",998138,2015,26,232,11,2,1,1,0,10,0,2,2,1,-110387,15,3,1,5,1,14,3,5,0,0,0,1
"       232 9  1","GU2015DHS","GU6",998138,2015,35,232,11,2,1,1,3,4,1,2,1,3,-48401,19,3,3,3,1,17,2,3,0,4,0,1
"       232 9  2","GU2015DHS","GU6",998138,2015,16,232,11,2,1,1,8,4,1,2,2,3,-48401,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"       23210  2","GU2015DHS","GU6",998138,2015,22,232,11,2,1,0,3,5,2,2,2,1,-122542,15,3,2,2,1,14,1,4,0,2,0,1
"       23211  1","GU2015DHS","GU6",998138,2015,37,232,11,2,0,0,3,5,2,2,0,1,-119511,20,3,1,2,1,19,1,7,0,2,0,1
"       23212  2","GU2015DHS","GU6",998138,2015,44,232,11,2,1,0,0,12,0,2,0,1,-121474,14,3,2,1,1,13,1,3,0,0,0,1
"       23212  3","AM2016DHS","AM7",1121528,2016,35,232,14,2,1,1,10,5,0,0,2,1,-83595,24,3,4,1,1,23,3,2,0,10,0,1
"       23212  3","GU2015DHS","GU6",998138,2015,23,232,11,2,1,0,6,12,2,2,0,1,-121474,21,3,3,0,NA,19,2,2,1,NA,9,1
"       23212  4","GU2015DHS","GU6",998138,2015,21,232,11,2,1,0,6,12,2,2,0,1,-121474,18,3,3,5,1,17,2,2,0,6,9,1
"       23212  5","GU2015DHS","GU6",998138,2015,18,232,11,2,1,0,6,12,2,2,0,1,-121474,NA,3,3,0,NA,17,3,2,0,NA,7,2
"       23212  6","GU2015DHS","GU6",998138,2015,16,232,11,2,1,0,6,12,2,2,0,1,-121474,NA,3,3,0,NA,0,0,2,0,NA,7,NA
"       23213  2","AM2016DHS","AM7",1121528,2016,41,232,14,2,1,1,10,5,0,0,2,3,39114,20,3,4,1,1,20,1,5,0,15,0,1
"       23213  2","GU2015DHS","GU6",998138,2015,28,232,11,2,1,1,0,5,0,2,2,2,-95169,15,3,1,2,1,14,1,6,0,3,0,2
"       23213  4","AM2016DHS","AM7",1121528,2016,19,232,14,2,1,1,12,5,0,0,2,3,39114,NA,3,4,0,NA,0,0,2,0,NA,0,NA
"       23214  1","GU2015DHS","GU6",998138,2015,25,232,11,2,0,0,6,2,1,0,0,1,-131662,22,3,3,2,1,21,3,4,0,6,0,1
"       23214  2","AM2016DHS","AM7",1121528,2016,43,232,14,2,1,1,10,4,0,0,2,2,12357,18,3,4,1,1,17,1,3,0,10,0,1
"       23214  4","AM2016DHS","AM7",1121528,2016,17,232,14,2,1,1,10,4,0,0,2,2,12357,NA,3,4,1,1,17,1,2,0,10,0,1
"       23216  3","GU2015DHS","GU6",998138,2015,25,232,11,2,1,1,12,6,2,2,2,3,-42564,NA,3,4,0,NA,0,0,3,1,NA,1,NA
"       23216  5","GU2015DHS","GU6",998138,2015,18,232,11,2,1,1,6,6,0,0,1,3,-42564,17,3,2,2,1,16,1,3,0,12,0,1
"       23218  1","GU2015DHS","GU6",998138,2015,18,232,11,2,1,1,9,2,2,2,2,3,-38849,17,3,1,1,1,16,1,3,0,3,0,1
"       23219  1","GU2015DHS","GU6",998138,2015,44,232,11,2,1,0,0,8,0,2,1,2,-87322,17,3,3,5,1,14,3,12,0,3,0,2
"       23219  3","AM2016DHS","AM7",1121528,2016,22,232,14,2,1,1,14,8,1,0,1,2,-24541,21,3,2,1,1,20,1,2,0,14,0,1
"       23219  5","AM2016DHS","AM7",1121528,2016,31,232,14,2,1,1,15,8,0,0,2,2,-24541,25,3,2,1,1,24,1,3,0,15,0,1
"       23220  2","GU2015DHS","GU6",998138,2015,27,232,11,2,1,0,3,6,2,2,1,1,-125868,16,3,2,1,1,14,1,4,0,0,0,1
"       23221  2","GU2015DHS","GU6",998138,2015,29,232,11,2,1,0,0,4,0,1,0,1,-111168,15,3,2,1,1,13,1,3,0,9,0,1
"       23221  3","AM2016DHS","AM7",1121528,2016,32,232,14,2,1,1,10,5,1,0,2,2,-22432,19,3,2,1,1,16,1,2,0,10,0,1
"       23223  3","GU2015DHS","GU6",998138,2015,16,232,11,2,1,1,9,3,2,2,2,2,-80059,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"       23224  3","GU2015DHS","GU6",998138,2015,33,232,11,2,1,0,0,7,0,2,0,2,-102649,18,3,1,1,1,17,1,5,0,4,0,1
"       23225  2","GU2015DHS","GU6",998138,2015,27,232,11,2,1,0,0,5,0,0,0,1,-124875,16,3,2,2,1,15,1,5,0,0,0,1
"       233 1  2","GU2015DHS","GU6",1541409,2015,41,233,11,2,1,1,6,5,1,1,2,3,4392,19,3,1,2,1,18,1,5,0,6,0,1
"       233 2  2","AM2016DHS","AM7",1121528,2016,42,233,14,2,1,1,10,4,0,0,2,2,-5313,19,3,4,1,1,18,1,3,0,10,0,1
"       233 2  2","GU2015DHS","GU6",1541409,2015,44,233,11,2,1,1,0,4,0,0,2,3,-2854,16,3,1,2,1,14,1,6,0,6,0,1
"       233 3  3","GU2015DHS","GU6",1541409,2015,46,233,11,2,1,1,11,3,2,2,2,3,-22110,22,3,4,3,2,21,3,2,0,10,0,2
"       233 3  4","AM2016DHS","AM7",1121528,2016,33,233,14,2,1,1,13,10,0,0,2,1,-79900,23,3,4,1,1,22,1,3,0,10,0,1
"       233 3  8","AM2016DHS","AM7",1121528,2016,25,233,14,2,1,1,10,10,0,0,2,1,-79900,20,3,4,1,1,19,1,2,0,10,0,1
"       233 4  4","AM2016DHS","AM7",1121528,2016,29,233,14,2,1,1,12,5,0,0,2,1,-99459,25,3,4,1,1,24,3,2,0,13,0,1
"       233 4  4","GU2015DHS","GU6",1541409,2015,30,233,11,2,1,1,11,6,1,2,2,2,-93396,26,3,3,2,1,20,2,3,0,14,0,2
"       233 5  2","GU2015DHS","GU6",1541409,2015,27,233,11,2,1,1,6,3,1,1,2,3,-46201,13,3,4,2,2,9,1,4,0,1,0,6
"       233 6  2","GU2015DHS","GU6",1541409,2015,35,233,11,2,1,1,1,4,0,2,1,3,-5185,20,3,3,1,1,18,1,3,1,6,3,1
"       233 6  3","AM2016DHS","AM7",1121528,2016,29,233,14,2,1,1,10,4,1,0,2,1,-65384,24,3,4,1,1,23,1,2,0,10,0,1
"       233 7  2","GU2015DHS","GU6",1541409,2015,27,233,11,2,1,1,6,4,2,2,2,3,-14805,17,3,1,1,1,16,1,3,0,9,0,1
"       233 7  5","AM2016DHS","AM7",1121528,2016,21,233,14,2,1,1,13,5,0,0,2,3,49618,NA,3,3,1,1,20,1,96,0,10,0,1
"       233 8  2","GU2015DHS","GU6",1541409,2015,25,233,11,2,1,1,4,5,2,1,2,3,-17092,19,3,1,1,1,16,1,4,0,3,0,2
"       233 9  2","GU2015DHS","GU6",1541409,2015,34,233,11,2,1,1,6,5,2,2,2,2,-70334,22,3,1,1,1,21,1,4,0,6,0,1
"       233 9  3","AM2016DHS","AM7",1121528,2016,38,233,14,2,1,1,10,6,1,0,2,3,47163,19,3,4,1,1,18,3,2,0,10,0,1
"       233 9  6","AM2016DHS","AM7",1121528,2016,15,233,14,2,1,1,8,6,0,0,2,3,47163,NA,0,4,0,NA,0,0,96,0,NA,0,NA
"       23310  3","AM2016DHS","AM7",1121528,2016,30,233,14,2,1,1,10,6,0,0,2,2,-25293,23,3,2,1,1,21,1,96,0,10,0,1
"       23311  2","GU2015DHS","GU6",1541409,2015,45,233,11,2,1,1,0,4,0,2,1,3,-6795,23,3,4,2,2,20,1,3,0,2,7,2
"       23311  4","AM2016DHS","AM7",1121528,2016,23,233,14,2,1,1,10,6,0,0,2,3,51508,22,3,4,1,1,21,1,2,0,10,0,1
"       23312  1","AM2016DHS","AM7",1121528,2016,36,233,14,2,1,1,10,4,0,0,2,1,-73655,19,3,4,3,1,18,3,2,0,NA,0,1
"       23312  2","GU2015DHS","GU6",1541409,2015,41,233,11,2,1,1,3,4,2,2,1,4,21366,15,3,4,2,1,13,1,2,0,6,0,2
"       23314  1","AM2016DHS","AM7",1121528,2016,32,233,14,2,1,1,10,4,0,0,2,1,-73824,18,3,4,1,1,17,1,3,0,10,0,1
"       23314  1","GU2015DHS","GU6",1541409,2015,48,233,11,2,1,1,4,5,0,2,2,3,-17055,24,3,1,5,1,22,3,4,0,0,9,2
"       23314  2","GU2015DHS","GU6",1541409,2015,23,233,11,2,1,1,6,5,1,1,2,3,-17055,18,3,1,0,NA,18,2,3,0,NA,3,4
"       23315  2","GU2015DHS","GU6",1541409,2015,29,233,11,2,1,1,0,5,0,2,2,3,-9425,15,3,1,1,1,15,1,4,1,2,4,1
"       23315  3","AM2016DHS","AM7",1121528,2016,39,233,14,2,1,1,10,5,0,0,2,1,-56230,18,3,4,1,1,16,1,3,0,10,0,1
"       23316  1","AM2016DHS","AM7",1121528,2016,48,233,14,2,1,1,10,4,0,0,0,2,-43481,22,3,4,1,1,21,3,1,0,10,0,1
"       23316  2","AM2016DHS","AM7",1121528,2016,27,233,14,2,1,1,15,4,0,0,2,2,-43481,20,3,4,1,1,19,3,2,0,10,0,1
"       23317  2","GU2015DHS","GU6",1541409,2015,31,233,11,2,1,1,9,6,2,1,2,3,-17532,17,3,1,2,2,16,1,4,1,6,3,2
"       23317  4","AM2016DHS","AM7",1121528,2016,27,233,14,2,1,1,14,4,1,0,2,2,-40885,NA,3,4,0,NA,0,0,96,0,NA,0,NA
"       23318  2","GU2015DHS","GU6",1541409,2015,34,233,11,2,1,1,3,6,1,2,2,3,-13561,20,3,1,1,1,19,1,3,0,3,0,1
"       23319  2","GU2015DHS","GU6",1541409,2015,38,233,11,2,1,0,0,5,0,2,1,2,-73839,19,3,4,2,2,13,1,6,1,0,7,2
"       23319  3","AM2016DHS","AM7",1121528,2016,34,233,14,2,1,1,8,6,0,0,2,1,-148741,27,3,2,1,1,25,1,4,0,10,0,1
"       23319  4","GU2015DHS","GU6",1541409,2015,19,233,11,2,1,0,0,5,1,2,0,2,-73839,16,3,1,3,1,15,3,2,1,3,7,2
"       23320  2","AM2016DHS","AM7",1121528,2016,45,233,14,2,1,1,10,3,1,0,2,1,-75131,19,3,1,1,1,18,1,2,0,10,0,1
"       23321  2","GU2015DHS","GU6",1541409,2015,20,233,11,2,1,1,2,4,1,2,1,3,-20636,15,3,1,2,1,13,1,3,0,6,0,1
"       23322  2","GU2015DHS","GU6",1541409,2015,27,233,11,2,1,1,6,3,2,2,2,3,-35902,19,3,1,2,1,16,1,2,1,6,3,1
"       23322  3","AM2016DHS","AM7",1121528,2016,42,233,14,2,1,1,10,5,0,0,2,1,-84875,18,3,4,1,1,17,3,3,0,10,0,1
"       23322  5","AM2016DHS","AM7",1121528,2016,22,233,14,2,1,1,13,5,0,0,2,1,-84875,NA,3,4,1,1,20,1,2,0,13,0,1
"       23323  2","AM2016DHS","AM7",1121528,2016,36,233,14,2,1,1,13,4,0,0,2,2,-30880,30,3,4,1,1,24,1,2,0,10,0,1
"       23323  2","GU2015DHS","GU6",1541409,2015,23,233,11,2,1,1,2,5,0,0,2,1,-113978,15,3,1,1,1,14,1,4,0,3,0,1
"       23324  2","GU2015DHS","GU6",1541409,2015,38,233,11,2,1,1,6,5,0,0,2,4,45948,21,3,1,1,1,20,1,4,1,2,8,1
"       23324  3","GU2015DHS","GU6",1541409,2015,16,233,11,2,1,1,10,5,1,1,1,4,45948,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"       23324  4","GU2015DHS","GU6",1541409,2015,15,233,11,2,1,1,8,5,2,2,2,4,45948,NA,3,4,0,NA,0,0,3,0,NA,0,NA
"       23325  3","AM2016DHS","AM7",1121528,2016,44,233,14,2,1,1,10,4,0,0,2,1,-72238,19,3,1,1,1,19,1,3,0,10,0,1
"       23325  4","AM2016DHS","AM7",1121528,2016,19,233,14,2,1,1,10,4,2,1,2,1,-72238,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"       23326  2","GU2015DHS","GU6",1541409,2015,42,233,11,2,1,1,0,9,0,1,2,3,-36166,17,3,4,2,2,14,3,2,1,1,4,2
"       23326  4","GU2015DHS","GU6",1541409,2015,15,233,11,2,1,1,6,9,2,2,2,3,-36166,NA,3,3,0,NA,0,0,3,1,NA,3,NA
"       23326  8","GU2015DHS","GU6",1541409,2015,16,233,11,2,1,1,0,9,0,2,2,3,-36166,NA,3,3,2,1,14,3,3,0,1,0,1
"       23326  9","GU2015DHS","GU6",1541409,2015,30,233,11,2,1,1,1,9,0,1,1,3,-36166,NA,3,3,0,NA,0,0,2,1,NA,4,NA
"       23328  1","AM2016DHS","AM7",1121528,2016,21,233,14,2,1,1,12,5,0,0,2,1,-87080,19,3,3,1,1,18,3,2,0,10,0,1
"       23328  3","AM2016DHS","AM7",1121528,2016,27,233,14,2,1,1,13,5,0,0,2,1,-87080,23,3,3,1,1,21,3,3,0,10,5,1
"       234 2  2","AM2016DHS","AM7",928161,2015,27,234,14,2,1,1,13,4,1,0,2,2,-15807,23,3,4,1,1,21,1,2,0,8,0,1
"       234 2  2","GU2015DHS","GU6",1553719,2015,20,234,11,2,0,1,6,3,2,2,0,2,-95306,17,3,3,2,1,16,1,2,0,6,3,1
"       234 3  2","GU2015DHS","GU6",1553719,2015,21,234,11,2,1,1,9,3,1,2,2,2,-60801,18,3,3,2,1,17,1,2,0,3,0,1
"       234 3  4","AM2016DHS","AM7",928161,2015,16,234,14,2,1,1,10,4,0,1,2,2,-3747,NA,3,4,0,NA,0,0,3,0,NA,0,NA
"       234 4  2","AM2016DHS","AM7",928161,2015,49,234,14,2,1,1,10,5,0,0,2,3,52251,21,3,4,1,1,20,1,3,0,13,0,1
"       234 4  2","GU2015DHS","GU6",1553719,2015,45,234,11,2,1,1,6,6,1,2,2,5,168066,18,3,4,1,1,17,1,4,1,9,3,1
"       234 4  3","GU2015DHS","GU6",1553719,2015,24,234,11,2,1,1,11,6,2,2,2,5,168066,21,3,3,5,1,20,3,2,1,12,9,1
"       234 4  4","AM2016DHS","AM7",928161,2015,22,234,14,2,1,1,11,5,2,2,2,3,52251,18,3,1,1,1,17,1,2,0,8,0,1
"       234 4  4","GU2015DHS","GU6",1553719,2015,23,234,11,2,1,1,13,6,2,1,2,5,168066,NA,3,3,0,NA,0,0,2,1,NA,3,NA
"       234 5  1","GU2015DHS","GU6",1553719,2015,46,234,11,2,1,1,6,6,1,1,2,3,-33555,18,3,4,3,2,17,3,7,0,6,3,2
"       234 5  3","GU2015DHS","GU6",1553719,2015,20,234,11,2,1,1,8,6,2,2,2,3,-33555,20,3,3,5,1,17,2,3,1,9,3,1
"       234 5  4","GU2015DHS","GU6",1553719,2015,16,234,11,2,1,1,4,6,1,2,2,3,-33555,NA,3,3,0,NA,15,3,3,1,NA,7,1
"       234 6  2","AM2016DHS","AM7",928161,2015,37,234,14,2,1,1,8,4,2,2,2,2,12167,16,3,4,1,1,16,1,2,0,10,0,1
"       234 6  2","GU2015DHS","GU6",1553719,2015,27,234,11,2,1,1,0,5,0,2,2,2,-95725,17,3,1,2,2,16,3,4,1,3,9,2
"       234 6  3","AM2016DHS","AM7",928161,2015,20,234,14,2,1,1,12,4,2,2,2,2,12167,NA,3,4,0,NA,0,0,3,0,NA,0,NA
"       234 7  1","AM2016DHS","AM7",928161,2015,46,234,14,2,1,1,10,6,0,0,0,2,7770,19,3,4,1,1,17,3,2,0,13,0,1
"       234 7  2","AM2016DHS","AM7",928161,2015,24,234,14,2,1,1,14,6,1,1,9,2,7770,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"       234 7  2","GU2015DHS","GU6",1553719,2015,36,234,11,2,1,1,12,9,2,2,2,5,236657,19,3,1,1,1,16,1,3,1,6,3,2
"       234 7  3","AM2016DHS","AM7",928161,2015,18,234,14,2,1,1,11,6,0,0,0,2,7770,NA,3,3,0,NA,0,0,4,0,NA,0,NA
"       234 7  5","AM2016DHS","AM7",928161,2015,25,234,14,2,1,1,15,6,2,2,2,2,7770,23,3,3,1,1,20,1,2,0,14,0,1
"       234 9  2","AM2016DHS","AM7",928161,2015,18,234,14,2,1,1,10,5,0,0,2,1,-71021,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"       234 9  3","AM2016DHS","AM7",928161,2015,25,234,14,2,1,1,10,5,0,0,9,1,-71021,23,3,3,1,1,20,2,4,0,10,0,1
"       234 9  3","GU2015DHS","GU6",1553719,2015,19,234,11,2,1,1,5,4,2,2,2,2,-60934,17,3,4,0,NA,16,2,2,0,NA,3,1
"       23411  2","AM2016DHS","AM7",928161,2015,49,234,14,2,1,1,10,3,0,0,2,1,-128333,24,3,4,1,1,22,3,4,0,8,0,1
"       23411  2","GU2015DHS","GU6",1553719,2015,23,234,11,2,1,1,6,3,1,2,2,4,57261,19,3,1,2,1,16,1,3,0,9,0,3
"       23412  2","GU2015DHS","GU6",1553719,2015,37,234,11,2,1,1,6,6,1,2,2,4,35494,22,3,1,1,1,21,1,6,0,9,0,1
"       23412  3","AM2016DHS","AM7",928161,2015,17,234,14,2,1,1,11,3,2,2,2,4,58822,NA,3,4,0,NA,0,0,3,0,NA,0,NA
"       23413  3","AM2016DHS","AM7",928161,2015,24,234,14,2,1,1,11,4,2,2,2,3,41088,23,3,4,1,1,23,3,3,0,10,0,1
"       23414  2","AM2016DHS","AM7",928161,2015,48,234,14,2,1,1,15,3,2,0,2,5,84467,24,3,4,1,1,22,1,3,1,15,1,1
"       23415  2","AM2016DHS","AM7",928161,2015,42,234,14,2,1,1,12,4,0,0,2,5,94857,20,3,4,1,1,18,1,2,0,13,0,1
"       23415  2","GU2015DHS","GU6",1553719,2015,32,234,11,2,1,1,6,5,2,1,1,3,-44947,16,3,1,2,1,15,1,3,1,0,9,5
"       23415  3","AM2016DHS","AM7",928161,2015,22,234,14,2,1,1,12,4,0,0,2,5,94857,NA,3,4,0,NA,0,0,3,0,NA,0,NA
"       23415  3","GU2015DHS","GU6",1553719,2015,15,234,11,2,1,1,8,5,1,2,2,3,-44947,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"       23416  2","AM2016DHS","AM7",928161,2015,47,234,14,2,1,1,10,4,0,0,1,1,-164121,34,3,4,1,2,21,1,2,0,8,0,2
"       23416  3","GU2015DHS","GU6",1553719,2015,23,234,11,2,1,1,4,7,0,1,2,3,-31292,16,3,1,2,1,15,1,1,0,9,0,2
"       23417  1","AM2016DHS","AM7",928161,2015,22,234,14,2,1,1,10,3,0,0,2,2,-824,19,3,3,1,1,18,3,4,0,10,0,1
"       23418  2","GU2015DHS","GU6",1553719,2015,33,234,11,2,1,1,6,5,2,2,2,2,-70335,17,3,1,2,2,15,1,3,0,7,0,3
"       23419  2","AM2016DHS","AM7",928161,2015,47,234,14,2,1,1,10,8,0,0,2,5,90414,20,3,4,1,1,17,1,5,0,10,0,1
"       23419  4","AM2016DHS","AM7",928161,2015,29,234,14,2,1,1,10,8,0,0,2,5,90414,26,3,4,1,1,25,1,2,0,10,0,1
"       23419  7","AM2016DHS","AM7",928161,2015,20,234,14,2,1,1,10,8,1,0,2,5,90414,18,3,2,1,1,17,1,3,0,10,0,1
"       23420  2","GU2015DHS","GU6",1553719,2015,26,234,11,2,1,1,15,3,1,1,2,4,36389,18,3,1,2,1,17,1,2,0,6,0,1
"       23420  3","AM2016DHS","AM7",928161,2015,25,234,14,2,1,1,12,3,0,2,2,2,-23345,NA,3,4,0,NA,0,0,2,1,NA,2,NA
"       23421  2","GU2015DHS","GU6",1553719,2015,23,234,11,2,1,1,11,6,2,1,2,2,-95701,18,3,3,2,2,16,1,2,1,6,3,2
"       23421  4","GU2015DHS","GU6",1553719,2015,34,234,11,2,1,1,6,6,0,1,2,2,-95701,19,3,1,5,1,18,3,3,1,7,3,1
"       23422  2","AM2016DHS","AM7",928161,2015,48,234,14,2,1,1,13,5,0,0,2,2,-504,24,3,4,1,1,19,3,6,0,13,0,1
"       23422  2","GU2015DHS","GU6",1553719,2015,44,234,11,2,1,1,1,2,2,2,2,3,-32286,18,3,4,1,2,17,1,2,0,4,0,2
"       23422  3","AM2016DHS","AM7",928161,2015,22,234,14,2,1,1,14,5,1,0,2,2,-504,NA,3,4,0,NA,0,0,3,0,NA,0,NA
"       23422  4","AM2016DHS","AM7",928161,2015,18,234,14,2,1,1,10,5,1,0,2,2,-504,NA,3,4,0,NA,0,0,2,0,NA,0,NA
"       23422  5","AM2016DHS","AM7",928161,2015,16,234,14,2,1,1,11,5,0,0,2,2,-504,NA,3,4,0,NA,0,0,3,0,NA,0,NA
"       23423  2","GU2015DHS","GU6",1553719,2015,26,234,11,2,1,0,6,4,1,0,0,2,-73895,20,3,1,2,2,17,3,1,0,1,0,2
"       23423  4","AM2016DHS","AM7",928161,2015,24,234,14,2,1,1,10,6,1,0,2,1,-106287,22,3,1,1,1,20,1,4,0,13,0,1
"       23423  6","AM2016DHS","AM7",928161,2015,25,234,14,2,1,1,15,6,1,0,2,1,-106287,NA,3,3,0,NA,0,0,2,1,NA,2,NA
"       23424  5","GU2015DHS","GU6",1553719,2015,28,234,11,2,1,1,0,6,0,2,2,3,-18737,25,3,3,2,1,21,1,2,0,6,0,1
"       23425  2","AM2016DHS","AM7",928161,2015,39,234,14,2,1,1,10,6,1,1,2,5,86788,17,3,2,1,1,16,1,4,0,10,0,1
"       235 1  2","AM2016DHS","AM7",774874,2015,40,235,14,2,1,1,15,4,0,0,2,4,63021,27,3,2,1,1,24,1,4,0,15,0,1
"       235 1  4","GU2015DHS","GU6",1252932,2015,30,235,10,1,1,1,9,9,2,2,2,3,1291,19,3,3,2,1,17,3,2,0,12,0,2
"       235 1  5","GU2015DHS","GU6",1252932,2015,24,235,10,1,1,1,11,9,2,2,2,3,1291,NA,3,3,0,NA,0,0,2,1,NA,1,NA
"       235 1  6","GU2015DHS","GU6",1252932,2015,15,235,10,1,1,1,9,9,2,2,2,3,1291,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"       235 2  1","GU2015DHS","GU6",1252932,2015,26,235,10,1,1,1,0,3,0,1,2,4,62411,18,3,1,5,1,14,1,2,1,0,7,3
"       235 3  2","AM2016DHS","AM7",774874,2015,39,235,14,2,1,1,10,5,1,0,2,3,13664,27,3,1,1,1,22,1,2,0,12,0,1
"       235 3  2","GU2015DHS","GU6",1252932,2015,22,235,10,1,1,1,8,3,0,2,2,3,-46371,20,3,1,2,1,18,1,1,1,9,9,1
"       235 4  2","GU2015DHS","GU6",1252932,2015,19,235,10,1,1,0,8,2,1,1,1,2,-69501,NA,3,3,0,NA,0,0,2,0,NA,9,NA
"       235 5  2","GU2015DHS","GU6",1252932,2015,28,235,10,1,1,1,6,7,2,1,2,3,-16130,17,3,1,1,1,15,1,2,1,6,9,1
"       235 6  1","AM2016DHS","AM7",774874,2015,44,235,14,2,1,1,13,3,2,2,2,4,69684,20,3,4,3,1,18,3,2,0,NA,0,1
"       235 6  2","AM2016DHS","AM7",774874,2015,20,235,14,2,1,1,10,3,1,0,2,4,69684,18,3,1,1,1,17,3,2,0,10,0,1
"       235 6  2","GU2015DHS","GU6",1252932,2015,29,235,10,1,1,1,3,3,2,2,2,3,-45240,21,3,1,2,1,15,1,5,1,6,9,1
"       235 7  2","GU2015DHS","GU6",1252932,2015,26,235,10,1,1,1,4,4,2,2,2,4,36235,22,3,1,2,1,20,1,3,0,10,0,1
"       235 8  1","GU2015DHS","GU6",1252932,2015,41,235,10,1,1,1,3,9,2,2,1,3,-30811,16,3,1,3,1,12,3,8,1,9,4,1
"       235 8  4","AM2016DHS","AM7",774874,2015,21,235,14,2,1,1,11,5,0,0,2,3,19434,18,3,3,1,1,16,3,3,0,14,0,1
"       235 8  5","GU2015DHS","GU6",1252932,2015,17,235,10,1,1,1,8,9,1,2,2,3,-30811,NA,3,3,0,NA,0,0,4,0,NA,9,NA
"       235 9  2","GU2015DHS","GU6",1252932,2015,34,235,10,1,1,1,11,8,1,1,1,4,70507,NA,3,3,0,NA,0,0,1,1,NA,7,NA
"       235 9  4","GU2015DHS","GU6",1252932,2015,24,235,10,1,1,1,6,8,1,2,2,4,70507,17,3,1,5,2,17,1,3,1,5,7,3
"       235 9  5","GU2015DHS","GU6",1252932,2015,22,235,10,1,1,1,10,8,1,2,2,4,70507,NA,3,3,0,NA,0,0,3,1,NA,4,NA
"       23510  1","GU2015DHS","GU6",1252932,2015,41,235,10,1,1,1,5,4,1,2,2,3,-40308,22,3,1,2,2,21,1,4,1,0,3,2
"       23510  3","AM2016DHS","AM7",774874,2015,26,235,14,2,1,1,10,6,0,0,2,2,-33518,21,3,1,1,1,19,1,2,0,10,0,1
"       23512  1","AM2016DHS","AM7",774874,2015,44,235,14,2,1,1,10,4,1,0,2,2,1192,23,3,4,1,1,22,1,2,0,10,0,1
"       23512  1","GU2015DHS","GU6",1252932,2015,31,235,10,1,1,1,0,5,1,1,1,3,-1996,13,3,1,2,2,12,1,3,1,0,3,3
"       23512  3","AM2016DHS","AM7",774874,2015,18,235,14,2,1,1,10,4,1,0,2,2,1192,NA,3,4,0,NA,0,0,2,0,NA,0,NA
"       23513  1","GU2015DHS","GU6",1252932,2015,19,235,10,1,1,0,2,4,0,1,0,3,-18130,18,3,1,2,1,17,1,3,0,4,0,1
"       23513  2","AM2016DHS","AM7",774874,2015,30,235,14,2,1,1,10,4,1,1,2,3,37965,18,3,1,1,1,17,1,2,0,10,0,1
"       23514  2","GU2015DHS","GU6",1252932,2015,28,235,10,1,1,1,7,8,1,0,2,3,-5839,21,3,1,1,1,20,1,3,0,11,0,1
"       23515  2","GU2015DHS","GU6",1252932,2015,29,235,10,1,1,1,3,4,2,2,2,4,48588,19,3,3,2,1,17,1,3,1,0,9,2
