"caseid","SurveyId","v000","v005","v007","v012","v021","v022","v025","v119","v121","v133","v136","v157","v158","v159","v190","v191","v212","v301","v364","v501","v503","v531","v536","v613","v714","v715","v717","v836"
"     119   5  4","ZA2016DHS","ZA7",999820,2016,15,119,1,1,1,1,8,5,2,1,2,4,105791,NA,3,4,0,NA,0,0,2,0,NA,0,NA
"     119  32  1","ET2016DHS","ET7",1835395,2008,45,119,18,2,0,0,0,5,0,0,1,2,-49582,24,3,1,1,2,15,1,6,0,0,0,5
"     119  33  1","ZA2016DHS","ZA7",999820,2016,48,119,1,1,1,1,8,4,2,2,2,4,101034,25,3,4,2,1,18,1,2,0,9,0,2
"     119  35  3","ZA2016DHS","ZA7",999820,2016,32,119,1,1,1,1,16,7,2,1,2,5,114156,18,3,3,0,NA,14,1,1,1,NA,98,7
"     119  35  4","ZA2016DHS","ZA7",999820,2016,26,119,1,1,1,1,12,7,0,2,2,5,114156,NA,3,4,0,NA,13,1,2,0,NA,0,98
"     119  42  3","ZA2016DHS","ZA7",999820,2016,38,119,1,1,1,1,9,8,2,2,2,4,99979,16,3,1,1,1,16,1,1,0,10,0,1
"     119  42  4","ZA2016DHS","ZA7",999820,2016,26,119,1,1,1,1,10,8,2,2,2,4,99979,21,3,4,1,1,15,3,2,1,9,8,1
"     119  42  6","ZA2016DHS","ZA7",999820,2016,16,119,1,1,1,1,7,8,1,2,2,4,99979,NA,3,4,0,NA,0,0,1,0,NA,0,NA
"     119  51  2","ZA2016DHS","ZA7",999820,2016,38,119,1,1,1,1,9,2,2,2,2,5,127325,NA,3,4,1,1,17,1,2,0,9,0,4
"     119  67  2","ZA2016DHS","ZA7",999820,2016,31,119,1,1,1,1,9,7,2,2,2,4,87491,16,3,3,1,1,13,1,5,1,11,7,1
"     119  72  2","ET2016DHS","ET7",1835395,2008,40,119,18,2,0,0,0,7,0,0,0,4,-26954,15,3,1,1,1,14,1,0,0,2,0,1
"     119  72  3","ET2016DHS","ET7",1835395,2008,24,119,18,2,0,0,6,7,0,1,0,4,-26954,NA,3,4,0,NA,0,0,6,0,NA,96,NA
"     119  82  2","ZA2016DHS","ZA7",999820,2016,49,119,1,1,1,1,10,5,1,2,2,5,128674,19,3,3,1,1,19,1,1,1,10,8,1
"     119  82  4","ZA2016DHS","ZA7",999820,2016,21,119,1,1,1,1,12,5,2,2,2,5,128674,19,3,1,0,NA,17,3,1,1,NA,98,2
"     119  90  2","ET2016DHS","ET7",1835395,2008,25,119,18,2,0,0,0,6,0,0,0,1,-71358,18,3,1,1,1,15,1,0,0,0,0,1
"     119  94  4","ZA2016DHS","ZA7",999820,2016,22,119,1,1,1,1,12,4,0,2,2,4,81410,20,3,1,0,NA,19,1,4,1,NA,2,1
"     119 110  2","ET2016DHS","ET7",1835395,2008,28,119,18,2,0,0,1,6,0,0,0,3,-33573,19,3,1,1,1,17,1,7,0,3,0,1
"     119 161  2","ET2016DHS","ET7",1835395,2008,20,119,18,2,0,0,5,3,0,0,0,3,-38719,NA,3,1,1,1,19,1,3,1,7,3,1
"     119 175  2","ET2016DHS","ET7",1835395,2008,42,119,18,2,0,0,0,3,0,0,0,3,-44526,16,3,4,1,1,16,1,10,1,0,3,1
"     119 178  2","ET2016DHS","ET7",1835395,2008,45,119,18,2,0,0,0,6,0,2,1,2,-47794,19,3,1,1,2,15,1,10,1,0,3,5
"     119 185  1","ET2016DHS","ET7",1835395,2008,46,119,18,2,0,0,0,3,0,0,0,3,-35834,16,3,4,4,1,15,3,96,1,NA,5,1
"     119 185  2","ET2016DHS","ET7",1835395,2008,16,119,18,2,0,0,5,3,0,1,0,3,-35834,NA,3,3,0,NA,0,0,4,0,NA,0,NA
"     119 198  2","ET2016DHS","ET7",1835395,2008,42,119,18,2,0,0,0,7,0,0,0,4,-26175,18,3,4,1,1,16,1,0,0,5,0,1
"     119 198  3","ET2016DHS","ET7",1835395,2008,24,119,18,2,0,0,6,7,0,1,1,4,-26175,17,3,3,4,1,16,3,2,0,NA,0,1
"     119 255  2","ET2016DHS","ET7",1835395,2008,39,119,18,2,0,0,0,5,0,0,0,4,-12577,23,3,1,1,1,18,1,0,0,3,0,1
"     119 260  6","ET2016DHS","ET7",1835395,2008,25,119,18,2,0,0,3,11,0,0,0,4,-25045,18,3,4,4,1,18,3,4,0,NA,0,1
"     119 260  8","ET2016DHS","ET7",1835395,2008,26,119,18,2,7,7,3,11,0,1,0,4,-25045,16,3,1,1,1,15,1,4,1,7,3,1
"     119 303  1","ET2016DHS","ET7",1835395,2008,32,119,18,2,0,0,0,7,0,1,0,4,-19079,16,3,4,3,1,16,2,5,0,NA,0,1
"     119 303  2","ET2016DHS","ET7",1835395,2008,15,119,18,2,0,0,3,7,1,0,0,4,-19079,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"     119 435  1","ET2016DHS","ET7",1835395,2008,46,119,18,2,0,0,0,3,0,0,0,2,-61613,18,3,1,3,1,97,1,6,1,NA,3,2
"     119 435  3","ET2016DHS","ET7",1835395,2008,15,119,18,2,0,0,7,3,1,1,2,2,-61613,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"     119 471  2","ET2016DHS","ET7",1835395,2008,25,119,18,2,0,0,7,4,0,1,0,4,-22669,24,3,3,1,1,23,1,4,1,8,5,1
"     119 477  2","ET2016DHS","ET7",1835395,2008,22,119,18,2,0,0,16,3,1,2,0,4,-17761,NA,3,3,0,NA,0,0,2,1,NA,1,NA
"     120  12  2","ET2016DHS","ET7",2058200,2008,41,120,7,2,0,0,2,5,0,1,1,3,-40719,16,3,1,1,2,15,1,98,0,0,5,2
"     120  12  3","ET2016DHS","ET7",2058200,2008,15,120,7,2,0,0,4,5,0,0,0,3,-40719,NA,3,1,4,1,15,3,2,1,NA,9,1
"     120  15  2","ZA2016DHS","ZA7",872231,2016,31,120,12,1,1,1,14,6,1,2,2,4,90229,24,3,1,0,NA,17,3,2,1,NA,1,5
"     120  18  2","ZA2016DHS","ZA7",872231,2016,49,120,12,1,1,1,12,3,1,2,2,4,72175,31,3,1,0,NA,17,3,1,1,NA,9,2
"     120  28  2","ET2016DHS","ET7",2058200,2008,26,120,7,2,0,0,0,4,0,0,0,2,-50818,22,3,3,1,1,15,1,4,0,0,5,1
"     120  33  3","ET2016DHS","ET7",2058200,2008,19,120,7,2,7,7,10,6,0,0,1,4,-32004,NA,3,3,0,NA,0,0,4,0,NA,5,NA
"     120  38  1","ZA2016DHS","ZA7",872231,2016,33,120,12,1,1,1,16,2,2,2,2,5,119137,NA,3,3,0,NA,18,3,2,1,NA,1,3
"     120  43  2","ET2016DHS","ET7",2058200,2008,46,120,7,2,0,0,0,6,0,0,0,4,-17726,17,3,3,1,1,16,1,6,0,7,5,1
"     120  43  4","ET2016DHS","ET7",2058200,2008,22,120,7,2,0,0,10,6,1,0,0,4,-17726,NA,3,3,0,NA,0,0,2,1,NA,9,NA
"     120  46  2","ET2016DHS","ET7",2058200,2008,29,120,7,2,0,0,0,4,0,0,0,4,-30486,17,3,1,1,1,14,1,4,0,0,5,1
"     120  48  2","ET2016DHS","ET7",2058200,2008,35,120,7,2,0,0,0,5,0,0,1,3,-35615,17,3,1,1,1,15,3,5,0,0,5,1
"     120  48  3","ET2016DHS","ET7",2058200,2008,17,120,7,2,0,0,5,5,2,1,0,3,-35615,NA,3,3,0,NA,11,3,2,0,NA,5,1
"     120  49  3","ET2016DHS","ET7",2058200,2008,16,120,7,2,7,7,8,4,0,0,1,4,-22824,NA,3,3,0,NA,0,0,4,0,NA,5,NA
"     120  53  3","ZA2016DHS","ZA7",872231,2016,46,120,12,1,1,1,12,16,0,0,2,3,33490,17,3,1,3,1,15,1,2,1,NA,6,4
"     120  53  4","ZA2016DHS","ZA7",872231,2016,41,120,12,1,1,1,12,16,2,2,2,3,33490,14,3,1,0,NA,14,3,2,1,NA,98,3
"     120  53  6","ZA2016DHS","ZA7",872231,2016,29,120,12,1,1,1,0,16,1,0,2,3,33490,27,3,3,2,1,17,3,5,0,12,0,2
"     120  53  7","ZA2016DHS","ZA7",872231,2016,26,120,12,1,1,1,10,16,1,1,2,3,33490,21,3,1,0,NA,20,3,5,0,NA,0,1
"     120  55  2","ZA2016DHS","ZA7",872231,2016,46,120,12,1,1,1,14,7,1,1,2,4,84525,17,3,4,0,NA,16,3,4,1,NA,1,2
"     120  55  3","ZA2016DHS","ZA7",872231,2016,28,120,12,1,1,1,12,7,2,1,2,4,84525,NA,3,1,0,NA,20,1,2,0,NA,0,7
"     120  55  6","ZA2016DHS","ZA7",872231,2016,15,120,12,1,1,1,9,7,0,2,2,4,84525,NA,3,4,0,NA,0,0,2,0,NA,0,NA
"     120  59  2","ZA2016DHS","ZA7",872231,2016,49,120,12,1,1,1,12,6,2,2,2,4,66083,25,3,1,1,1,24,1,1,1,10,1,1
"     120  59  4","ZA2016DHS","ZA7",872231,2016,17,120,12,1,1,1,10,6,1,2,2,4,66083,NA,3,4,0,NA,0,0,3,0,NA,0,NA
"     120  59  5","ZA2016DHS","ZA7",872231,2016,16,120,12,1,1,1,9,6,1,2,2,4,66083,NA,3,4,0,NA,0,0,2,0,NA,0,NA
"     120  60  5","ZA2016DHS","ZA7",872231,2016,31,120,12,1,1,1,11,9,1,2,2,4,54657,NA,3,1,0,NA,21,1,2,0,NA,0,2
"     120  62  2","ET2016DHS","ET7",2058200,2008,24,120,7,2,0,0,0,3,0,0,0,2,-48935,22,3,4,1,1,19,1,3,0,8,5,1
"     120  69  2","ZA2016DHS","ZA7",872231,2016,40,120,12,1,1,1,12,9,1,0,2,4,48845,16,3,1,5,1,15,3,3,0,NA,0,6
"     120  69  3","ZA2016DHS","ZA7",872231,2016,26,120,12,1,1,1,11,9,1,2,2,4,48845,NA,3,1,0,NA,18,1,2,0,NA,0,3
"     120  69  4","ZA2016DHS","ZA7",872231,2016,24,120,12,1,1,1,14,9,1,0,2,4,48845,19,3,1,0,NA,18,1,2,0,NA,0,8
"     120  69  5","ZA2016DHS","ZA7",872231,2016,19,120,12,1,1,1,12,9,1,1,2,4,48845,NA,3,4,0,NA,0,0,2,0,NA,0,NA
"     120  71  4","ZA2016DHS","ZA7",872231,2016,45,120,12,1,1,0,9,9,2,0,0,3,29377,20,3,1,3,1,18,3,3,1,NA,2,2
"     120  71  7","ZA2016DHS","ZA7",872231,2016,19,120,12,1,1,0,10,9,1,0,0,3,29377,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"     120  95  1","ZA2016DHS","ZA7",872231,2016,42,120,12,1,1,1,14,3,2,2,2,4,80803,34,3,1,0,NA,22,1,1,1,NA,2,6
"     120  95  2","ZA2016DHS","ZA7",872231,2016,33,120,12,1,1,1,14,3,0,2,2,4,80803,22,3,3,0,NA,18,1,3,1,NA,1,3
"     120  99  2","ZA2016DHS","ZA7",872231,2016,29,120,12,1,1,1,9,6,2,1,1,4,52342,21,3,1,4,1,19,1,3,1,NA,2,98
"     120 136  2","ET2016DHS","ET7",2058200,2008,41,120,7,2,0,0,0,9,0,0,0,3,-39714,15,3,1,1,2,14,1,4,1,0,8,2
"     120 136  3","ET2016DHS","ET7",2058200,2008,17,120,7,2,0,0,6,9,0,0,0,3,-39714,NA,3,4,0,NA,0,0,0,0,NA,0,NA
"     120 199  2","ET2016DHS","ET7",2058200,2008,39,120,7,2,0,0,0,4,0,0,1,3,-38513,15,3,1,1,2,13,1,8,0,0,5,2
"     120 207  2","ET2016DHS","ET7",2058200,2008,41,120,7,2,0,0,0,7,0,0,1,2,-53163,15,3,1,1,1,13,1,98,0,0,5,1
"     120 235  2","ET2016DHS","ET7",2058200,2008,36,120,7,2,0,0,0,2,0,0,0,2,-55436,21,3,4,3,2,15,3,3,0,NA,5,2
"     120 246  2","ET2016DHS","ET7",2058200,2008,30,120,7,2,0,0,0,6,0,0,1,3,-42723,16,3,1,1,2,10,3,4,0,0,5,3
"     120 301  3","ET2016DHS","ET7",2058200,2008,22,120,7,2,0,0,14,4,1,1,0,4,-32076,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"     120 308  2","ET2016DHS","ET7",2058200,2008,30,120,7,2,0,0,0,5,0,0,0,3,-35642,15,3,1,1,1,13,1,6,0,0,5,1
"     120 329  2","ET2016DHS","ET7",2058200,2008,28,120,7,2,0,0,0,6,0,0,0,4,-31140,16,3,3,1,1,12,2,4,0,0,5,1
"     120 339  3","ET2016DHS","ET7",2058200,2008,17,120,7,2,0,0,5,6,0,0,0,3,-38998,NA,3,3,0,NA,0,0,2,0,NA,5,NA
"     120 395  2","ET2016DHS","ET7",2058200,2008,26,120,7,2,0,0,0,4,0,0,0,4,-18697,25,3,3,1,1,18,1,4,0,0,5,1
"     120 400  1","ET2016DHS","ET7",2058200,2008,33,120,7,2,0,0,0,6,0,0,0,4,-11696,15,3,1,1,1,12,1,96,0,4,5,2
"     120 400  4","ET2016DHS","ET7",2058200,2008,16,120,7,2,0,0,7,6,0,0,0,4,-11696,NA,3,3,0,NA,0,0,1,0,NA,5,NA
"     120 425  1","ET2016DHS","ET7",2058200,2008,24,120,7,2,0,0,15,1,0,1,0,4,-19850,NA,3,3,0,NA,0,0,2,1,NA,1,NA
"     120 430  2","ET2016DHS","ET7",2058200,2008,38,120,7,2,0,0,0,7,0,2,1,4,-17522,19,3,1,1,2,16,3,5,0,16,5,2
"     120 430  7","ET2016DHS","ET7",2058200,2008,16,120,7,2,7,7,8,7,0,1,1,4,-17522,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"     120 445  2","ET2016DHS","ET7",2058200,2008,22,120,7,2,0,0,0,4,0,0,1,3,-36342,15,3,1,1,1,14,1,0,0,98,5,1
"     120 471  2","ET2016DHS","ET7",2058200,2008,36,120,7,2,0,0,2,7,0,0,1,3,-46780,17,3,1,1,2,15,1,4,0,0,5,2
"     120 473  2","ET2016DHS","ET7",2058200,2008,20,120,7,2,0,0,6,2,0,1,1,2,-48992,NA,3,1,1,1,14,1,3,0,0,5,2
"     121   5  2","ET2016DHS","ET7",2107266,2008,28,121,7,2,0,0,5,4,0,0,0,4,-14018,15,3,3,1,2,15,1,4,1,4,3,2
"     121   6  1","ET2016DHS","ET7",2107266,2008,41,121,7,2,0,0,0,3,0,2,0,4,-19963,19,3,1,2,2,18,3,4,1,3,5,2
"     121  13  2","ZA2016DHS","ZA7",544645,2016,44,121,9,1,1,1,12,5,2,2,2,3,41367,20,3,4,1,1,18,1,4,0,12,0,4
"     121  13  3","ZA2016DHS","ZA7",544645,2016,24,121,9,1,1,1,12,5,2,2,2,3,41367,19,3,3,0,NA,18,1,2,1,NA,2,2
"     121  19  3","ET2016DHS","ET7",2107266,2008,23,121,7,2,7,7,9,5,1,1,0,4,-28542,NA,3,4,0,NA,0,0,2,1,NA,5,NA
"     121  19  4","ET2016DHS","ET7",2107266,2008,17,121,7,2,7,7,7,5,1,0,0,4,-28542,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"     121  25  2","ET2016DHS","ET7",2107266,2008,30,121,7,2,0,0,0,4,0,0,0,4,-30901,16,3,3,1,1,16,1,4,0,0,8,1
"     121  27  2","ET2016DHS","ET7",2107266,2008,27,121,7,2,0,0,0,4,0,2,0,3,-39370,20,3,1,1,1,19,1,96,0,0,0,1
"     121  27  2","ZA2016DHS","ZA7",544645,2016,20,121,9,1,1,1,12,3,0,0,2,4,77143,NA,3,3,0,NA,19,3,1,0,NA,0,2
"     121  28  2","ZA2016DHS","ZA7",544645,2016,19,121,9,1,1,1,12,2,2,2,2,4,75542,NA,3,4,0,NA,16,3,7,0,NA,0,3
"     121  29  2","ET2016DHS","ET7",2107266,2008,47,121,7,2,0,0,0,6,0,0,0,3,-38739,15,3,4,1,2,14,1,0,0,0,5,2
"     121  30  2","ET2016DHS","ET7",2107266,2008,33,121,7,2,0,0,6,2,0,1,1,4,-10349,26,3,4,1,2,25,1,3,1,1,5,3
"     121  32  2","ZA2016DHS","ZA7",544645,2016,36,121,9,1,1,1,11,5,0,2,2,3,7343,27,3,1,1,1,16,1,0,0,8,0,7
"     121  32  3","ZA2016DHS","ZA7",544645,2016,15,121,9,1,1,1,7,5,2,0,2,3,7343,NA,0,4,0,NA,0,0,0,0,NA,0,NA
"     121  35  2","ZA2016DHS","ZA7",544645,2016,46,121,9,1,1,0,9,4,2,2,2,5,122811,18,3,3,1,1,18,1,3,0,10,0,1
"     121  35  3","ZA2016DHS","ZA7",544645,2016,23,121,9,1,7,7,15,4,2,2,2,5,122811,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"     121  49  5","ZA2016DHS","ZA7",544645,2016,16,121,9,1,1,1,9,9,2,2,2,4,90596,NA,3,4,0,NA,0,0,0,0,NA,0,NA
"     121  55  5","ZA2016DHS","ZA7",544645,2016,17,121,9,1,1,1,10,6,0,0,0,4,75141,NA,3,4,0,NA,17,3,2,0,NA,0,1
"     121  55  6","ZA2016DHS","ZA7",544645,2016,15,121,9,1,1,1,9,6,2,2,2,4,75141,NA,3,4,0,NA,0,0,2,0,NA,0,NA
"     121  64  2","ZA2016DHS","ZA7",544645,2016,44,121,9,1,1,0,9,8,2,2,0,2,-42591,21,0,4,1,1,97,2,7,0,8,0,2
"     121  65  1","ZA2016DHS","ZA7",544645,2016,42,121,9,1,1,1,10,2,2,2,2,5,114722,20,3,1,1,1,97,3,5,0,0,0,4
"     121  65  2","ZA2016DHS","ZA7",544645,2016,22,121,9,1,1,1,14,2,2,2,2,5,114722,17,3,4,0,NA,14,1,5,1,NA,8,4
"     121  69  2","ET2016DHS","ET7",2107266,2008,24,121,7,2,0,0,6,5,0,2,0,4,-17532,18,3,1,1,1,17,1,4,0,6,5,1
"     121  69  2","ZA2016DHS","ZA7",544645,2016,37,121,9,1,1,1,9,5,1,2,2,3,34778,25,3,4,1,1,16,1,2,0,7,0,3
"     121  80  2","ZA2016DHS","ZA7",544645,2016,36,121,9,1,1,1,10,6,2,2,2,3,22189,20,3,4,1,1,16,1,4,1,9,2,3
"     121  82  2","ZA2016DHS","ZA7",544645,2016,16,121,9,1,1,1,9,2,2,2,2,4,65155,NA,3,4,0,NA,0,0,0,0,NA,0,NA
"     121  82  3","ET2016DHS","ET7",2107266,2008,18,121,7,2,0,0,8,5,2,0,0,4,-24468,NA,3,3,0,NA,0,0,1,1,NA,5,NA
"     121  95  4","ZA2016DHS","ZA7",544645,2016,25,121,9,1,7,7,10,4,1,0,2,3,34848,NA,3,1,0,NA,17,3,2,0,NA,0,98
"     121 101  2","ET2016DHS","ET7",2107266,2008,31,121,7,2,0,0,0,5,0,0,0,1,-68723,23,3,3,1,1,17,1,6,0,0,0,1
"     121 104  2","ET2016DHS","ET7",2107266,2008,26,121,7,2,0,0,2,3,0,2,0,5,-3583,20,3,1,1,1,18,1,4,0,16,0,1
"     121 111  3","ET2016DHS","ET7",2107266,2008,23,121,7,2,7,7,15,3,1,1,0,4,-29295,NA,3,3,0,NA,0,0,2,1,NA,1,NA
"     121 125  2","ET2016DHS","ET7",2107266,2008,47,121,7,2,0,0,0,9,0,0,0,4,-11615,18,3,1,1,2,15,1,6,0,0,0,2
"     121 125  4","ET2016DHS","ET7",2107266,2008,23,121,7,2,0,0,8,9,1,0,0,4,-11615,NA,3,3,0,NA,0,0,4,1,NA,9,NA
"     121 125  5","ET2016DHS","ET7",2107266,2008,20,121,7,2,0,0,7,9,0,0,0,4,-11615,NA,3,3,0,NA,0,0,0,0,NA,5,NA
"     121 125  6","ET2016DHS","ET7",2107266,2008,18,121,7,2,0,0,8,9,2,0,0,4,-11615,NA,3,4,0,NA,0,0,0,0,NA,5,NA
"     121 125  7","ET2016DHS","ET7",2107266,2008,15,121,7,2,0,0,2,9,1,0,0,4,-11615,NA,0,4,0,NA,0,0,2,0,NA,5,NA
"     121 180  2","ET2016DHS","ET7",2107266,2008,34,121,7,2,0,0,0,8,0,0,0,3,-41785,17,3,4,1,1,15,2,3,0,0,0,1
"     121 182  2","ET2016DHS","ET7",2107266,2008,47,121,7,2,0,0,0,3,0,0,0,5,-1777,20,3,4,1,2,17,1,8,0,0,5,2
"     121 250  2","ET2016DHS","ET7",2107266,2008,28,121,7,2,0,0,0,5,0,0,0,2,-59528,20,3,3,1,2,19,1,5,0,0,5,2
"     121 256  2","ET2016DHS","ET7",2107266,2008,33,121,7,2,0,0,0,6,0,1,0,4,-14792,28,3,4,1,1,26,1,2,0,0,0,1
"     121 334  4","ET2016DHS","ET7",2107266,2008,17,121,7,2,0,0,10,4,1,2,1,5,9817,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"     121 410  3","ET2016DHS","ET7",2107266,2008,15,121,7,2,7,7,7,4,1,0,0,4,-13098,NA,3,3,0,NA,0,0,4,0,NA,0,NA
"     121 434  2","ET2016DHS","ET7",2107266,2008,28,121,7,2,0,0,0,6,0,0,0,4,-28425,21,3,1,1,1,19,1,4,0,0,0,1
"     121 451  2","ET2016DHS","ET7",2107266,2008,37,121,7,2,0,0,0,6,0,1,1,4,-19723,18,3,1,1,1,16,1,4,0,0,0,1
"     121 460  2","ET2016DHS","ET7",2107266,2008,27,121,7,2,0,0,0,5,0,1,1,4,-27648,18,3,1,1,1,18,1,4,1,5,8,1
"     121 476  2","ET2016DHS","ET7",2107266,2008,35,121,7,2,0,0,0,5,0,1,0,4,-29801,19,3,3,1,1,19,1,4,0,0,0,1
"     122   9  2","ZA2016DHS","ZA7",526713,2016,23,122,9,1,1,1,13,4,0,1,2,4,69622,20,3,1,0,NA,16,1,1,0,NA,0,10
"     122  19  3","ZA2016DHS","ZA7",526713,2016,33,122,9,1,7,7,11,3,1,2,2,4,96699,20,3,4,0,NA,17,3,2,1,NA,98,4
"     122  24  2","ET2016DHS","ET7",2899588,2008,24,122,10,2,0,0,0,6,0,1,0,3,-39491,19,3,3,1,1,17,1,0,1,6,3,1
"     122  33  2","ZA2016DHS","ZA7",526713,2016,43,122,9,1,1,1,12,3,2,2,2,5,143847,42,3,1,1,1,19,2,2,1,11,98,1
"     122  34  3","ZA2016DHS","ZA7",526713,2016,29,122,9,1,1,1,12,5,2,2,2,4,79132,27,3,1,0,NA,18,1,2,1,NA,9,2
"     122  36  1","ZA2016DHS","ZA7",526713,2016,48,122,9,1,1,1,12,2,2,2,2,4,100666,19,3,4,0,NA,19,3,3,1,NA,9,8
"     122  52  3","ZA2016DHS","ZA7",526713,2016,30,122,9,1,1,1,11,5,0,2,2,5,110458,18,3,4,1,1,17,1,4,1,13,7,1
"     122  56  2","ZA2016DHS","ZA7",526713,2016,35,122,9,1,1,0,5,3,0,2,0,3,22991,28,3,1,2,1,18,1,4,0,10,0,10
"     122  64  2","ZA2016DHS","ZA7",526713,2016,45,122,9,1,1,0,11,7,0,2,0,3,2034,20,3,1,2,1,18,1,2,1,11,5,3
"     122  64  4","ZA2016DHS","ZA7",526713,2016,22,122,9,1,1,0,10,7,1,1,2,3,2034,18,3,1,2,1,16,1,4,0,12,0,7
"     122  74  2","ZA2016DHS","ZA7",526713,2016,38,122,9,1,1,1,11,5,2,2,2,3,7795,24,3,1,3,1,20,3,3,1,NA,2,8
"     122  76  1","ZA2016DHS","ZA7",526713,2016,31,122,9,1,1,1,15,2,2,2,2,5,115543,29,3,1,0,NA,16,1,2,1,NA,1,1
"     122  78  2","ZA2016DHS","ZA7",526713,2016,36,122,9,1,1,1,11,2,0,2,2,4,92696,18,3,4,2,2,16,1,3,1,11,9,4
"     122  94  1","ZA2016DHS","ZA7",526713,2016,46,122,9,1,1,1,12,8,1,0,1,5,119403,18,3,3,2,1,18,3,2,1,7,7,1
"     122  94  5","ZA2016DHS","ZA7",526713,2016,18,122,9,1,1,1,8,8,2,1,2,5,119403,18,3,1,0,NA,17,2,2,0,NA,0,1
"     122  95  1","ZA2016DHS","ZA7",526713,2016,42,122,9,1,1,1,16,2,0,2,2,5,108482,24,3,3,0,NA,17,3,0,0,NA,1,6
"     122  96  2","ZA2016DHS","ZA7",526713,2016,30,122,9,1,1,1,12,7,2,2,2,3,36432,21,3,1,0,NA,19,3,1,1,NA,7,3
"     122  96  7","ZA2016DHS","ZA7",526713,2016,38,122,9,1,7,7,12,7,2,2,2,3,36432,17,3,4,1,1,16,1,2,1,15,98,5
"     122 105  1","ET2016DHS","ET7",2899588,2008,42,122,10,2,0,0,8,2,1,1,0,3,-46758,17,3,4,4,1,16,3,6,1,NA,3,1
"     122 141  2","ET2016DHS","ET7",2899588,2008,19,122,10,2,0,0,2,3,0,1,1,1,-62776,17,3,3,1,1,15,1,2,0,4,0,1
"     122 153  2","ET2016DHS","ET7",2899588,2008,45,122,10,2,0,0,0,7,0,0,0,1,-64912,19,3,3,1,2,18,1,95,1,0,5,2
"     122 178  2","ET2016DHS","ET7",2899588,2008,18,122,10,2,0,0,2,2,0,0,0,2,-49539,NA,3,3,1,1,15,1,2,1,2,96,1
"     122 189  2","ET2016DHS","ET7",2899588,2008,25,122,10,2,0,0,8,4,0,1,0,3,-43483,21,3,1,1,1,21,1,2,0,10,0,1
"     122 200  2","ET2016DHS","ET7",2899588,2008,34,122,10,2,0,0,1,5,0,0,0,2,-50783,18,3,3,1,1,14,1,0,0,3,0,1
"     122 209  2","ET2016DHS","ET7",2899588,2008,20,122,10,2,0,0,0,3,0,0,0,2,-52309,17,3,3,1,1,15,1,6,1,7,3,1
"     122 212  1","ET2016DHS","ET7",2899588,2008,41,122,10,2,0,0,0,2,0,0,0,1,-68263,20,3,4,4,1,17,3,4,1,NA,3,1
"     122 212  2","ET2016DHS","ET7",2899588,2008,17,122,10,2,0,0,6,2,0,0,0,1,-68263,NA,3,4,0,NA,0,0,0,0,NA,0,NA
"     122 238  2","ET2016DHS","ET7",2899588,2008,22,122,10,2,0,0,4,2,0,0,0,3,-35190,NA,3,1,1,1,19,1,2,0,5,0,1
"     122 239  1","ET2016DHS","ET7",2899588,2008,46,122,10,2,0,0,0,5,0,0,0,3,-35191,16,3,4,3,1,15,3,8,1,NA,5,1
"     122 269  2","ET2016DHS","ET7",2899588,2008,45,122,10,2,0,0,0,5,0,0,0,2,-55872,15,3,4,1,1,15,1,6,0,0,0,1
"     122 276  2","ET2016DHS","ET7",2899588,2008,32,122,10,2,0,0,0,10,0,0,0,4,-16547,19,3,1,1,1,19,1,6,0,7,0,1
"     122 302  2","ET2016DHS","ET7",2899588,2008,38,122,10,2,0,0,2,10,0,0,0,3,-44106,15,3,1,1,1,14,1,0,0,5,0,1
"     122 302  3","ET2016DHS","ET7",2899588,2008,20,122,10,2,0,0,0,10,0,0,0,3,-44106,15,3,4,5,1,14,3,5,0,NA,0,2
"     122 314  2","ET2016DHS","ET7",2899588,2008,22,122,10,2,0,0,5,4,0,0,0,2,-56495,20,3,3,1,1,17,3,4,1,5,96,1
"     122 314  4","ET2016DHS","ET7",2899588,2008,15,122,10,2,7,7,5,4,0,0,0,2,-56495,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"     122 332  2","ET2016DHS","ET7",2899588,2008,22,122,10,2,0,0,0,6,0,0,0,2,-50935,14,3,1,1,1,13,1,2,0,0,0,1
"     122 356  2","ET2016DHS","ET7",2899588,2008,30,122,10,2,0,0,0,7,0,0,0,2,-55867,15,3,4,1,1,15,1,95,0,0,0,1
"     122 364  2","ET2016DHS","ET7",2899588,2008,28,122,10,2,0,0,0,6,0,0,0,2,-52261,17,3,1,1,1,16,1,7,1,4,3,1
"     122 374  2","ET2016DHS","ET7",2899588,2008,25,122,10,2,0,0,5,4,0,2,0,3,-41703,18,3,1,1,1,18,1,95,0,3,0,1
"     122 392  2","ET2016DHS","ET7",2899588,2008,20,122,10,2,0,0,4,3,0,0,0,2,-49052,17,3,1,1,1,16,1,6,0,0,0,1
